title,comment,tags,date
Are PVC's bad?,"
			    I just had a stress test done and my doctor said that it showed different heart rhythms before and after exercise. I also had to wear a heart monitor and it showed palpitations and PVC's. I went to the doctor in the first place because I was having sharp chest pains, nausea, palpitations, and I also feel like I can't catch my breath. She referred me to a cardiologist and said she wants to make sure that the PVC's are benign. What does this mean? I am a little worried because heart disease....
			",NA,"
				    				    over 3 years ago
				"
left ventricle aneurysms,"
			    I'm an otherwise healthy, fit 66 year old woman who inherited high blood pressure (and controls it with medication). I have no coronary artery disease, but a recent cardiac MRI showed 2 aneurysms in the wall of my left ventricle which probably account for the TIA I experienced 2 months ago that led to wearing an event monitor that fortunately recorded an episode of wide-complex ventricular tachycardia (heart rate over 220), for which I luckily converted back to normal sinus rhythm on my own.....
			","Heart Failure
		        		        		            Heart Disease
		        		            ","
				    				    over 3 years ago
				"
News Flash: 1 in 7 Obese People Has Normal BP and Cholesterol,"
			    In one of the largest studies to date, researchers found that of 1.3 million overweight and obese people studied, 14 percent had normal blood sugar, cholesterol and blood pressure readings. Click here to read more: http://wb.md/2maPRjU We want to hear from you! What are your thoughts?
			","Exercise
		        		        		            AFib
		        		        		            High Blood Pressure
		        		        		            Diet
		        		        		            Heart Failure
		        		        		            Heart Attack
		        		        		            Heart Disease
		        		        		            Cholesterol Control
		        		            ","
				    				    over 3 years ago
				"
Abnormal ECG results?,"
			    Hoping someone can interpret this for me. Recently saw a doctor..I have a resting heart rate in the 70's when sitting but jumps to 120-130 when I stand. Doing dishes gets me to 160's. I tend to black out when I stand up for a few seconds. The doctor performed an electrocardiogram and my follow up isn't for a few weeks. The notes on the ECG read: Sinus tachycardia Right atrial overload P > 0.25 mV in ll aVF P = 93 ms Vertical axis Probable lateral infarct R
			","Heart Disease
		        		            ","
				    				    over 3 years ago
				"
"An extra heart beat? i.e., An echo","
			    What does it mean when you have an extra heart beat? i.e., An echo
			",NA,"
				    				    over 3 years ago
				"
"Heart results, confusion","
			    Hi, I wonder if anyone can help as I cannot seem to get a straight or understandable answer of any doctors. I had 2 stents to heart due to chd, I stent to right thigh due to pvd, right aterary in heart about 70 still blocked and left thigh artery blocked. I also have unstable angina and on a lot of medication. I had mri heart test with following results. Fixed anterior defect, no evidence of ischaemia. Thanks in advance
			","Heart Failure
		        		        		            Heart Attack
		        		        		            Heart Disease
		        		            ","
				    				    over 3 years ago
				"
Heart Health Concerns,"
			    I am an obese 42-year-old, African-American, male. On January 3rd, 2017 I went to a clinic to have an ECG. I felt some of my symptoms might be those of a heart attack. On occasion, I felt fatigue and tiredness. I also had a sensation in my left shoulder and left leg. I did not have pain or discomfort, it just felt like a tingle. Sometimes when I was at work (teacher) I would have trouble speaking and felt out of breath when I spoke. I would have to stop speaking and take a deep breath. Sometimes....
			","High Blood Pressure
		        		        		            Diet
		        		        		            Heart Failure
		        		        		            Heart Attack
		        		        		            Heart Disease
		        		        		            Cholesterol Control
		        		            ","
				    				    over 3 years ago
				"
Blood Pressure reading different in different positions,"
			    Why is my BP different when sitting in a chair arm down, then I sit at a table with my arm on it like the instructions from the monitor? Same time just different seating positions with drastically different readings?
			",NA,"
				    				    over 3 years ago
				"
Left Ventricular Hypertrophy,"
			    My daughter's 20 year old boyfriend and father of her baby was a regular ""serenity"" smoker. He was supposedly clean for a while, but then relapsed. After a week or so of ""partying"", he went to come back home and was very very ill. Throwing up constantly, every few minutes, couldn't eat. Drank alot but nothing stayed down. He died in the morning after maybe 2 1/2 days of being sick like that. He had told us he was detoxing but we do not know that for sure. After his passing....
			",NA,"
				    				    over 3 years ago
				"
Fast heart rate and exercise.,"
			    I'm a 27 year old female, I don't take any medication, and I have a fast heart rate. For as long as I can remember it's always been between 80-95bpm while sitting . My mom thought a fast heart rate was a good thing so she didn't need to do anything about it. So I went through many years with a fast heart rate. Thank you mom. It is about 100 while standing. 75-80 when I wake up in the morning. I had it checked out but they found nothing wrong with it. It just beats fast. I even had....
			","Exercise
		        		        		            Heart Disease
		        		            ","
				    				    over 3 years ago
				"
Tachycardia,"
			    I have recently been told I have tachycardia after a 5 year diagnosis of Afib. I have had 2 ablations and 4 cardio versions been on digoxin, tikosyn, metoprolol, diltazem and most recently (10 days) amiodarone but the tachycardia returns. Heart rate remains between 146 and 180. My doctor wants to continue medications, what do you recommend I do? Should I get a second opinion, change doctor or ask him to do pacemaker or ICD (he had suggested this at one time. Please give me some feed back.
			","AFib
		        		            ","
				    				    over 3 years ago
				"
Ischemic/Hypertensive Heart disease,"
			    My 18yr old son died in June, cause of death was hydrocodone overdose with contributing factors of hypertensive/Ischemic heart disease. Could you explain what this means. Did the overdose cause the heart problems or was he born with or did he have heart problems? We found out when he was 17yr old he had WPW Syndrome, he had two heart ablations done and was given a clean bill of health. Six weeks later he died! I'm so confused, if his heart was so bad why didn't the doctors notice this when....
			","High Blood Pressure
		        		        		            Heart Failure
		        		        		            Heart Disease
		        		            ","
				    				    over 3 years ago
				"
"I have recently been told I have tachycardia. I have had 2 ablations and 4 cardio versions been on digoxin, tikosyn, metoprolol, diltazem and most recently (10 days) amiodarone. Pulse is still 156. What should I do?","
			    Tachycardia
			","AFib
		        		            ","
				    				    over 3 years ago
				"
High Cholesterol? Statins Aren't Your Only Option,"
			    Think statins are the best – or only – option for getting your cholesterol under control? WebMD blogger and cardiologist Elizabeth Klodas, MD, shares some good news about how other cholesterol management strategies compare: http://wb.md/2dOViFR How do you manage your cholesterol?
			","Heart Failure
		        		        		            Heart Attack
		        		        		            Heart Disease
		        		        		            Cholesterol Control
		        		            ","
				    				    over 3 years ago
				"
"Jaw pain,extended to headache and Chin on left side","
			    I have been showing some Jaw pain since the last 4 days and with Nausea, Chills, and Light headedness Do I need to be worried of any heart issues?
			",NA,"
				    				    over 3 years ago
				"
Health/Fayyaa,"
			    Afaan Oromoo Buna dhuguun fayyaa keenyaaf miidhaa qaba moo, fayyidaa qaba? English Is drinking coffee affected us or help our body? What problem caused buy coffee? Or What is good good about coffee?
			","Exercise
		        		        		            AFib
		        		        		            High Blood Pressure
		        		        		            Diet
		        		        		            Heart Failure
		        		        		            Heart Attack
		        		        		            Heart Disease
		        		        		            Cholesterol Control
		        		            ","
				    				    over 3 years ago
				"
Get Moving for a Healthier Heart!,"
			    Lowering your blood pressure, burning off stress, maintaining a healthy heart as well strengthening your heart are just some of the benefits of exercising regularly. Click here to learn more about questions to ask your doctor before you begin, how to get the most out of your workout, and exercises that improve heart health: http://wb.md/2kKTJHz We want to hear from you: How often do you exercise?
			","Exercise
		        		        		            AFib
		        		        		            High Blood Pressure
		        		        		            Diet
		        		        		            Heart Failure
		        		        		            Heart Attack
		        		        		            Heart Disease
		        		        		            Cholesterol Control
		        		            ","
				    				    over 3 years ago
				"
"Triple Bypass / CAD in 2005, Good Health, 2017 Abnormal Stress Test","
			    I am 73 yoa. Had 3 bypasses in 2005 and was diagnosed with cad at that time. Didn't have a heart attack. In 2010 diagnosed with type 2 diabetes. From 2005 until present have had no heart issues. On 2-20-17 was given a stress test. Completed the stress test and dr said i had an ""abnormal"" stress test. At completion of stress test i was breathing very hard due to the elevation and tension on the treadmill. As i walked on the treadmill near the end of the test the nurse asked me if i ever....
			","Heart Disease
		        		            ","
				    				    over 3 years ago
				"
Ejaculation problem,"
			    I am currently able to obtain erections with Quadmix injections but I am having a problem with reaching a climax and ejaculating. Any suggestions?
			",NA,"
				    				    over 3 years ago
				"
The secret to heart health? Moderation.,"
			    Living a lifestyle conducive to heart health doesn't have to be all deprivation and no fun. Moderation is the key to developing long-term healthy habits. Diet, exercise, and stress management are three of the key factors affecting heart health (outside of genetics). —Reducing the amount of processed and fast foods, which tend to be high in sodium, sugar, and refined grains, is a no-brainer. —Moderate amounts of alcohol, especially red wine, can actually improve heart health. —Exercising a few....
			","Exercise
		        		        		            Diet
		        		            ","
				    				    over 3 years ago
				"
Know the Signs,"
			    Do you know the symptoms of a heart attack? Learning what to do in the case of an emergency can lessen heart damage and save lives. Nobody plans on having a heart attack. It’s best to be prepared. Click here to learn more: http://wb.md/2l03f9f If you or someone you’re with has chest discomfort or other heart attack symptoms, call 911 right away. Have you had a heart attack? Tell us your story.
			","Exercise
		        		        		            AFib
		        		        		            High Blood Pressure
		        		        		            Diet
		        		        		            Heart Failure
		        		        		            Heart Attack
		        		        		            Heart Disease
		        		        		            Cholesterol Control
		        		            ","
				    				    over 3 years ago
				"
Weight loss/heart health/motivation,"
			    I am a 47 year old female who grew up in house where we ate well and played a lot of sports. My parents made eating and being healthy a priority. When I turned 40, I sort of lost interest in being healthy - sounds dumb, I know. I deal with some depression issues and at the time (age 40), I was focusing on my mental health 110% and forgot my physical health. On a side note, heart issue run on my mother's side of the family, although some of the people with the issues were serious smokers. I am....
			","Exercise
		        		        		            Diet
		        		        		            Heart Disease
		        		        		            Cholesterol Control
		        		            ","
				    				    over 3 years ago
				"
Twisted atrioventricular connections,"
			    Twisted atrioventricular connections --- My friend has the aforementioned congenital condition. I would like to ask whether pregnancy is advisable with this. And what implications are there on life expectancy. thanks in advance
			","Heart Failure
		        		        		            Heart Attack
		        		        		            Heart Disease
		        		            ","
				    				    over 3 years ago
				"
Open heart surgery complication,"
			    My mom underwent CaBG 4 grafts procedure with a tissue valve replacement. She spent 8 days in hospital. After day 1 of surgery complained of popping clicking in her chest. Asked repeatedly if this was normal the entire week. Doc nurses everyone assured her what she was feeling was normal. She was not a great patient at hospital. All seemed to have went well. She could not wait to get home. Day we left hospital she was probably at pain level 10, crying. Fast forward home for 8 days, shortness of breath....
			","High Blood Pressure
		        		        		            Heart Disease
		        		            ","
				    				    over 3 years ago
				"
Arrhythmia,"
			    Having missed heartbeats can be a little scary, but only being offered blood pressure medication and medication such as Lipitor, but with no medical reasons given I researched for some time and tried Blackmore's potassium and magnesium supplement. It worked well and also helped with leg cramps. It's now very hard to find this supplement and my question is - why is potassium supplements so hard to source in Australia, but readily available in the U.K. and the U.S. Thanks
			",NA,"
				    				    over 3 years ago
				"
Identifying my problem,"
			    I assume this is where I ask questions about my health/issues. I feel the pain in my heart so I assume it obviously has something to do with it. I can explain it all in one picture: http://prnt.sc/eamd4b Every few months I undergo an ""event"" where I can only take short breaths. If I attempt at anything more than a short breath, then my heart goes through a shock pain and I literally cannot breathe past that point. The thing is, the breaths that I’m forced to take are so small that it’s....
			","Heart Attack
		        		            ","
				    				    over 3 years ago
				"
My chest/ heart,"
			    I have had anxeity pretty much all my life. But here lately I've been having dull shooting pains on the left side of my chest. I was just wondering if it's something I should be worried about?
			",NA,"
				    				    over 3 years ago
				"
Lab results after er visit for sob and chest pain,"
			    I have a very high risk for heart disease and have been having persistent sob and chest pain on exertion for about a month (it can Also just happen when sitting and doing nothing). I visited ER and my O2 say never dropped and labs all looked good. I went in and looked at some of my labs they ran on the istat maxhine and I am assuming they are incorrect. If they were this low I would surely not be alive to be typing this? My venous 02 was 17percent (normal range says 70-76) Venous p02 was 15 and normal....
			",NA,"
				    				    over 3 years ago
				"
Enlarged heart,"
			    My husbands Grandfather had in Enlarged heart . What exactly is in Enlarged heart and is in genetic?
			","Heart Disease
		        		            ","
				    				    over 3 years ago
				"
Cipro caused a massive blood pressure spike. Beware!,"
			    My urologist prescribed Cipro for what he thought was a prostate bacteriological issue. 2 Urologists later, it turned out to be something totally different and not bacteriological at all but that's another story. 3-4 days into taking Cipro I noticed growing headaches and called the Dr. He said ""just take Advil"". When asked if Cipro may cause high Blood pressure, Dr. assured me this isn't the case. Several days later, the Headaches became unbearable. FYI I never get headaches. I....
			","High Blood Pressure
		        		            ","
				    				    over 3 years ago
				"
Congenital heart issue inherited?,"
			    I have had 2 children who were born with Transposition of the Great Vessels, one of whom survived. Is there any evidence that his children will have the same heart defect?
			",NA,"
				    				    over 3 years ago
				"
Blood/Pressure and Heart Rate,"
			    If your B/P is 123/82 and heart rate is 52 is that good
			","High Blood Pressure
		        		            ","
				    				    over 3 years ago
				"
fainting,"
			    During dinner Saturday night I became lightheaded and my head became freezing cold - just my head. I ended up passing out for only about 15 seconds. Once I woke and walked outside I felt much better, but then my entire face broke out into a huge sweat along with a runny nose. This has happened before only about 3 times in my life. I am 54 years old and have a heart flutter.
			","AFib
		        		        		            High Blood Pressure
		        		        		            Heart Attack
		        		            ","
				    				    over 3 years ago
				"
At wits end,"
			    Since I can remember I have had palpitations. When I was little I did not know that they were out of the ordinary until I learned about them later in school. I have had elevated blood pressure since I was in middle school where I was followed closely. I was diagnosed with hypertension in late high school and was started on a beta blocker and a ace inhibitor. I have had several episodes of pre-syncope and one episode of syncope. Since then I have had several tests, 2 echos, hand full of ECGs, 3 holters....
			","High Blood Pressure
		        		        		            Heart Disease
		        		            ","
				    				    over 3 years ago
				"
Are You Guilty of These Bad Habits?,"
			    You want your heart to be strong and healthy, but are you making any of these ( http://wb.md/2kuqVHn ) mistakes? They might seem small, but they could be doing real damage to your heart over time. It’s time to get back on track, and to replace those habits, with these heart-healthy habits: http://wb.md/2lXOtRo Let’s all weigh-in! What bad habits are you going to kick this month?
			","Exercise
		        		        		            AFib
		        		        		            High Blood Pressure
		        		        		            Diet
		        		        		            Heart Failure
		        		        		            Heart Attack
		        		        		            Heart Disease
		        		        		            Cholesterol Control
		        		            ","
				    				    over 3 years ago
				"
Fight The Fight:,"
			    You can pretty much name the ""Heart Issue"", and I have it: A-Fib, Hi B/P, ""Mild"" Heart Attack, Heart Failure, and I have Heart Disease... I'm on 3 meds for the heart, plus Pradaxa, a small aspirin and a Statin... Had the ""heart attack' about 18 years ago, smoked until then (40+ years of that), and was 100 pounds over-weight at one point... Lost well over 100 pounds, became a 'virtual vegetarian' (I eat a little fish 2 or 3 times a month, no other animal fat....
			","Exercise
		        		        		            AFib
		        		        		            High Blood Pressure
		        		        		            Diet
		        		        		            Heart Failure
		        		        		            Heart Attack
		        		        		            Heart Disease
		        		        		            Cholesterol Control
		        		            ","
				    				    over 3 years ago
				"
Love With ALL of Your Heart,"
			    Happy Valentine’s Day! We know that you love your sweetie with all of your heart. But contrary to popular belief, when it comes to your heart, bigger is not always better. Take this WebMD heart quiz to see how much you know about the organ that makes you tick: http://wb.md/2lcDiYj Valentine’s day is a day to celebrate love, but it’s also a reminder to take care of your heart so you can continue to love those important to you for many more years to come.
			","Exercise
		        		        		            AFib
		        		        		            High Blood Pressure
		        		        		            Diet
		        		        		            Heart Failure
		        		        		            Heart Attack
		        		        		            Heart Disease
		        		        		            Cholesterol Control
		        		            ","
				    				    over 3 years ago
				"
I don't know what is going on...heart has been stopping and have fainted at a random moment.,"
			    A couple times now, I have had a very scary situation occur. The first time, I was grocery shopping and it felt like my heart quit beating. I was instantly hot and aggravated and it felt like it took my breath away. I could tell that I was losing my ability to balance and stand, rather quickly. I had to lean on the handle area of the cart. I felt my chest and there was nothing...no beat...then after thinking to myself that I was in serious trouble, It started again, though at first it was insanely....
			",NA,"
				    				    over 3 years ago
				"
heart rate,"
			    Should I be concerned about a HR that drops down to 20 - 22 bpm for 45 - 60 mins? BP is low too 62/33 last check
			",NA,"
				    				    over 3 years ago
				"
Coronary artery disease,"
			    Well, when I was 40 I had my first stint then at 41 my second stint, I have a question? I usually suffer from high blood pressure, since I'm still a smoker, my blood pressure has been dropping so very low (Syncope) I'm now 45, heart disease & heart failure runs in my family. I'm the youngest of five girls why did this get me and not my older sisters who all also smoke! Well anyway back to my question the (Syncope) I'm having is that a sign of CHI?? It gets into like 80/46, 92....
			","High Blood Pressure
		        		        		            Heart Failure
		        		        		            Heart Attack
		        		        		            Heart Disease
		        		            ","
				    				    over 3 years ago
				"
Employment for congenital heart disease,"
			    I was operated for Congenital heart disease - Subaortic membrane resection in Feb 2015. I cleared an interview for a job in Dec 2016 which involves software development and application integration. During my medical examinations , doctors heard a murmur in my heart and asked me about my cardiac history . I explained to them everything and showed them my 2d echo reports which I had done recently. It showed mild AR and AS which is normal considering I was operated. They told me to meet their doctors....
			","Heart Disease
		        		            ","
				    				    over 3 years ago
				"
Unable to succeed where it could help your heart.,"
			    I have hypertrophic obstructive subaeortic stenosis. Genetically mal muscled stiff heart. Best up and replaced mitral valve and 12 years post septal myectomy. I 'm on my 3rd pacer/defribulator. Must live, as best you can, as unaffected as possible, but it is hard. I am in constant a-fib. I am hyper aware of my heart. I can tell when the doctor tests each pacer lead. It does not go far. Coupled with having 1/2 the lung volume of a regular woman my age....likely due to the heart working so hard....
			","AFib
		        		        		            High Blood Pressure
		        		        		            Diet
		        		        		            Heart Failure
		        		        		            Heart Disease
		        		            ","
				    				    over 3 years ago
				"
what is secondary heartbeat?,"
			    I like to understand what is secondary heartbeat and what we should do about it? After doing little bit of surfing, I collected this information on web: is it correct information? ""our regular one that beats and is normal and keeps us alive. And a secondary heart beat that kicks in when our first heart rate poops out – medical terms. The second one essentially kicks in to make sure that we are functional"" Thanks in advance, som.
			",NA,"
				    				    over 3 years ago
				"
ACU TIE II STERNAL CLOSURE SYSTEM,"
			    I had my aortic valve replaced 13 months ago, the surgeon used the ACU TIE II closure system. For the past four months it has hurt, the wires are poking out, it feels like the system has shifted. Anyone with information on this system please reply. My surgeon ignores the whole thing. Thank you. Lois
			",NA,"
				    				    over 3 years ago
				"
Newly Dx with Acute Heart Failure,"
			    Today is the Saturday after Thanksgiving. I have been having sob(shortness of breath), extreme weakness in both legs, fluid retention, cough and for several months. So I finally went to Er thinking I had bronchitis or maybe pneumonia. The PA walks in very serious and says your are in heart failure. I am not easily shocked I had to stay Friday night loaded up with 40mg Lasix at 9:30pm for a little over three hours I went and went. Then every time I fell into a great sleep some one came but I felt....
			","High Blood Pressure
		        		        		            Heart Failure
		        		            ","
				    				    over 3 years ago
				"
What Feeds Your Heart?,"
			    Heart disease is the leading cause of death in both and men and women in the US. That is why this February, during American Heart Month, it's the perfect time to make a change and commit to a heart healthy lifestyle. No change is too small when it comes to your health. This week, let's focus on consuming more heart healthy foods. Maintaining a healthy diet can help to lower your cholesterol and keep your blood pressure in check. Now it's time to head out to the grocery store and stock....
			","Exercise
		        		        		            AFib
		        		        		            High Blood Pressure
		        		        		            Diet
		        		        		            Heart Failure
		        		        		            Heart Attack
		        		        		            Heart Disease
		        		        		            Cholesterol Control
		        		            ","
				    				    over 3 years ago
				"
Possible issues with high blood presuure?,"
			    I think I'm having high blood pressure issues. I'm about 100 pounds overweight so right there I know there are issues. I have the start of pre-diabetes as well. Plus a back injury from a car accident over a year ago I'm currently going to physical therapy for as it's created a sciatic issue. Now that you know that part of it, here is my issue. Even being WAY overweight I've never had a blood pressure issue. Even at 120lbs my heart rate was resting in the 100-120 range. They could....
			","Exercise
		        		        		            High Blood Pressure
		        		        		            Diet
		        		            ","
				    				    over 3 years ago
				"
Today is Wear Red for Women's Day,"
			    Wear Red for Women’s Day is held every year to raise awareness about heart disease being the number one killer of women, especially after menopause. For me, raising awareness about the impact of heart disease on women is an incredibly personal topic. Heart disease has impacted many of the most important women in my life. Without learning from their struggles with the disease, I wouldn’t be as dedicated as I am to improving my own heart health! Why is it important for you to raise awareness about....
			","Exercise
		        		        		            AFib
		        		        		            High Blood Pressure
		        		        		            Diet
		        		        		            Heart Failure
		        		        		            Heart Attack
		        		        		            Heart Disease
		        		        		            Cholesterol Control
		        		            ","
				    				    over 3 years ago
				"
What does spot on heart mean?,"
			    I'm 16 and I recently went to the doctor for strep throat, which was for the first time. She said it was potentially dangerous if it spreads out to the rest of my body. She took just a mucus test, no scans or blood tests and said I have a spot on the heart. I met another doctor, and she said my heartbeats were irregular. But, when I went to a specialist, my EKG showed normal. Can someone explain me what this spot means exactly?
			","High Blood Pressure
		        		        		            Heart Disease
		        		            ","
				    				    over 3 years ago
				"
Coconut oil,"
			    I put one tbsp. Of coconut oil in my coffee every morning it helps me stay regular. But I'm concern it will clog my arteries. What do you think?
			",NA,"
				    				    over 3 years ago
				"
CardioStar,"
			    Hey! This probably isn't the right time or place, but I have to know... is this you? lol Kaye Absalom
			","Heart Disease
		        		            ","
				    				    over 3 years ago
				"
"Localized, Pinching Chest Pain - Can't Figure Out What This Is","
			    Echo and EKG came back normal (except for sinus tachycardia and intraventricular conduction delay) and my doctor is eager to brush off my symptoms but there has got to be something wrong. I'm 32 years old and have been experiencing a certain specific type of chest pain sporadically since around 13 years old. It is a sudden sharp pinch inside the left part of my chest, (about halfway between the center of my chest and my left nipple), and I am unable to breathe normally without severe pinching....
			","Heart Failure
		        		        		            Heart Attack
		        		        		            Heart Disease
		        		            ","
				    				    over 3 years ago
				"
Welcome to the Heart Health Message Board!,"
			    We are so excited to finally be able to share our new boards with you! Just a few housekeeping things to go over before you get started: - Bookmark this page so you can easily find us any time - Make sure you check back frequently as conversations are always being added and expanded - Head on over to your Message Board profile (just click on your account avatar in the top right corner of the page) to update your personal story and add a photo - Don’t see what you’re looking for? - Look through the....
			","Exercise
		        		        		            AFib
		        		        		            High Blood Pressure
		        		        		            Diet
		        		        		            Heart Failure
		        		        		            Heart Attack
		        		        		            Heart Disease
		        		        		            Cholesterol Control
		        		            ","
				    				    over 3 years ago
				"
Facebook LIVE With the American Heart Association Today at Noon ET -- Join Us!,"
			    Facebook LIVE Today -- Join us at Noon EST as we partner with the American Heart Association to kick off American Heart Month with a Facebook LIVE -- Dr. Arefa Cassoobhoy and the AHA’s Dr. William Cooper will be taking viewer questions. Join us here: http://wb.md/2f0fTSt
			","Exercise
		        		        		            AFib
		        		        		            High Blood Pressure
		        		        		            Diet
		        		        		            Heart Failure
		        		        		            Heart Attack
		        		        		            Heart Disease
		        		        		            Cholesterol Control
		        		            ","
				    				    over 3 years ago
				"
Im confused,"
			    I have been very tired for a few weeks , shortness of breath , and now I woke up with the 4 fingers on my right hand will not work at all . I have Arrhythmia . Any ideas ?
			",NA,"
				    				    over 3 years ago
				"
Newsflash: Does Ablation Work?,"
			    Just how successful is the procedure called catheter ablation at fixing irregular heartbeats that can be potentially fatal? A new study found that ablation helps 3 out of 4 AFib Patients, but there are caveats. Click here to learn more: http://wb.md/2juycoz Share your stories. Did ablation work for you or someone you know?
			","AFib
		        		        		            Heart Disease
		        		            ","
				    				    over 3 years ago
				"
Blood Pressure,"
			    i just switched from lisinopril 10 mg to losartan 25 mg but my bp has edged higher (average 145/95), how long does it take to return to normal, I was consistently 125/85 average with the old med,
			","High Blood Pressure
		        		            ","
				    				    over 3 years ago
				"
You can't live without help....,"
			    I was born with a connective tissue disorder, meaning dissimilar tissues tear apart with age. My retinas' went first, and then the aorta of my heart. I went through 16 hours of surgery, died 3 times on the table, and had to be opened back up 4 times to stop the bleeding. That was in 2007. 2014, my legs were swelling and I couldn't breath. I had congestive heart failure. A silent heartattack was the cause. Now I'm on 10 meds a day, with a pacemaker, and still trying to work 40 hours a....
			","Heart Failure
		        		        		            Heart Attack
		        		        		            Heart Disease
		        		            ","
				    				    over 3 years ago
				"
Degenerative changes in mitral and aortic valves?,"
			    I'm a 31 year old male, 5'7 185 lbs with high cholesterol and borderline high blood pressure. I've had swelling in my feet for about 10 years. Recently, my new doctor sent me to get an echo-cardiogram. I received the results today which were ""degenerative changes in mitral and aortic valves"". I have absolutely no idea what this means. I'm following up with the cardiologist soon, but can someone fill me in on what the possibilities are? Thanks in advance.
			","High Blood Pressure
		        		        		            Heart Failure
		        		        		            Heart Disease
		        		        		            Cholesterol Control
		        		            ","
				    				    over 3 years ago
				"
Do I need a pacemaker?,"
			    Hi I have several heart issues, includiong: - hypokinesis (with a an ejection fraction of 50% with some issues on systolic function) - Early Repolarization Syndrome - Left ventricular hypertrophy - dilated cardiomyopathy I had Myocarditis and I'm 22. Is this serious? I heart about a heart peacemaker
			","Heart Failure
		        		            ","
				    				    over 3 years ago
				"
"Elevated troponin, normal heart cath scan","
			    I recently returned from a trip to the Philippines. Three days after returning, I developed diarrhea and a fever of around 100 F. The following day, I also added a stiff neck and headaches, especially if I moved my head too quickly. I went to see my PCP the next day and started Flagyl and Cipro. That night, I was very restless and had a jaw pain in my lower jaw and a tense feeling in my upper chest. The symptoms returned, but much more severe the next day and I went to the ER. My bloodwork showed....
			",NA,"
				    				    over 3 years ago
				"
My heart,"
			    Lately I've been having crushing chest pain with and without shortness of breath .... My blood test are coming back with high CK , ck-mb and myoglobin levels but not tropoinon levels they were normal ... My stress test showed an abnormal radiotracer uptake in the apical territory and a thinning of my apical artifact ... I've been researching this and it's been brought to my attention by someone at the hospital that I'm in heart failure but my doctor's won't tell me the truth....
			","High Blood Pressure
		        		        		            Heart Failure
		        		        		            Heart Disease
		        		            ","
				    				    over 3 years ago
				"
Funnel chest questions,"
			    I've always been insecure about my funnel chest, but I've never been aware of the health issues. I've always been a healthy young woman and I've always had trouble keeping up with the pack exercise wise. In middle school and high school I could never run a mile on time because it hurt my lungs and heart. Is this something that is caused by my funnel chest? I would like to know because if I am going to be able to do any cardio the rest of my life I would like it to not hurt.
			",NA,"
				    				    over 3 years ago
				"
Losartan and Xanax,"
			    I recently started on 50 mg of losartan for high blood pressure. I usually take .25 mg of xanax when I fly. Can I use these drugs together??
			","High Blood Pressure
		        		            ","
				    				    over 3 years ago
				"
Been in AFIB for 3 days now!,"
			    Ok, so I have been in AFIB for 3 days now, lowest 111, highest 142. Getting really tired just doing simple everyday task. Yes I have heart failure, anemia and several other issues, but this afib thingy is really getting old! I take 300mg of Amiodarone daily, but no help! Should I be concerned and go to the er??????
			","AFib
		        		        		            Heart Failure
		        		        		            Heart Disease
		        		            ","
				    				    over 3 years ago
				"
What You Should Know About the Macrobiotic Diet,"
			    Each day in January we are breaking down a different diet over on our Weight Loss board. Up today, the Macrobiotic Diet. The idea: It isn’t just about your weight – it’s about achieving balance in all areas of your life. See how it works and join the conversation here: http://wb.md/2iIOFSl
			",NA,"
				    				    over 3 years ago
				"
Newsflash: Meat-Linked Chemical Levels Tied to Heart Risks,"
			    A molecule produced in the digestion of red meat, eggs and dairy products is linked to an increased risk of a fatal heart attack or stroke, researchers say. Click here to read more: http://bit.ly/2jGgU62 We want to hear from you! How often do you consume meat, eggs and dairy? Does this news make you want to cut down?
			","Exercise
		        		        		            AFib
		        		        		            High Blood Pressure
		        		        		            Diet
		        		        		            Heart Failure
		        		        		            Heart Attack
		        		        		            Heart Disease
		        		        		            Cholesterol Control
		        		            ","
				    				    over 3 years ago
				"
"Chest, Breast, and Rib Pain","
			    Hi everyone! I am a 24-year old male and about a week after Thanksgiving, I started to get this pain behind my left breast and in the rib cage area underneath the breast itself. Anyways, I really started to notice the pain especially when I breathed in or either put my arm up, raised it above my head, or put my arms in front of my body. The pain would really hurt around the left breast when I made those movements. In addition, I started to develop stomach symptoms such as burning in the stomach,....
			",NA,"
				    				    over 3 years ago
				"
"Medication, Fludrocort and post heart attack and triple bypass surgery.","
			    Jan. 11, 2017. What are the benefits and risk factors of taking Fludrocort 1 mg. Daily (60 count) after 2 1/2 month prior heart attack and triple bypass. I'm a 70 y/o woman, 5 foot, 4 inches height, & weigh 120. My heart surgeon & cardiologist are concerned about my low weight, and can't seem to gain even with good appetite. I have a history of non-seizure passing out spells lasting from minutes to a few hours. I've had testing for all types of seizure in 8 hospitals as inpatient....
			","High Blood Pressure
		        		        		            Heart Failure
		        		        		            Heart Attack
		        		        		            Heart Disease
		        		            ","
				    				    over 3 years ago
				"
Newsflash: High Blood Pressure Increasing Worldwide,"
			    As the number of people around the world with elevated or high blood pressure increases, so do the number of deaths linked to this ""silent killer,"" according to a new study. Click here to read more: http://wb.md/2j8kSXz Share your stories. Do you have high blood pressure? If so, how are you treating it? Here ( http://wb.md/2iGNTpG ) are lifestyle tips to help you to lower high blood pressure.
			","Exercise
		        		        		            High Blood Pressure
		        		        		            Diet
		        		        		            Heart Attack
		        		        		            Heart Disease
		        		            ","
				    				    over 3 years ago
				"
